Date,AQI,City
2020-09-26,165,Delhi
2020-09-27,117,Delhi
2020-09-28,159,Delhi
2020-09-29,177,Delhi
2020-09-30,156,Delhi
2020-10-01,152,Delhi
2020-10-02,180,Delhi
2020-10-03,189,Delhi
2020-10-04,184,Delhi
2020-10-05,179,Delhi
2020-10-06,178,Delhi
2020-10-07,215,Delhi
2020-10-08,208,Delhi
2020-10-09,202,Delhi
2020-10-10,221,Delhi
2020-10-11,216,Delhi
2020-10-12,261,Delhi
2020-10-13,300,Delhi
2020-10-14,276,Delhi
2020-10-15,312,Delhi
2020-10-16,237,Delhi
2020-10-17,287,Delhi
2020-10-18,254,Delhi
2020-10-19,244,Delhi
2020-10-20,223,Delhi
2020-10-21,256,Delhi
2020-10-22,296,Delhi
2020-10-23,366,Delhi
2020-10-24,345,Delhi
2020-10-25,349,Delhi
2020-10-26,353,Delhi
2020-10-27,312,Delhi
2020-10-28,297,Delhi
2020-10-29,395,Delhi
2020-10-30,374,Delhi
2020-10-31,367,Delhi
2020-11-01,364,Delhi
2020-11-02,293,Delhi
2020-11-03,302,Delhi
2020-11-04,343,Delhi
2020-11-05,450,Delhi
2020-11-06,406,Delhi
2020-11-07,427,Delhi
2020-11-08,416,Delhi
2020-11-09,477,Delhi
2020-11-10,476,Delhi
2020-11-11,344,Delhi
2020-11-12,314,Delhi
2020-11-13,339,Delhi
2020-11-14,414,Delhi
2020-11-15,435,Delhi
2020-11-16,221,Delhi
2020-11-17,171,Delhi
2020-11-18,211,Delhi
2020-11-19,283,Delhi
2020-11-20,296,Delhi
2020-11-21,251,Delhi
2020-11-22,274,Delhi
2020-11-23,295,Delhi
2020-11-24,379,Delhi
2020-11-25,413,Delhi
2020-11-26,302,Delhi
2020-11-27,137,Delhi
2020-11-28,231,Delhi
2020-11-29,256,Delhi
2020-11-30,318,Delhi
2020-12-01,367,Delhi
2020-12-02,373,Delhi
2020-12-03,341,Delhi
2020-12-04,382,Delhi
2020-12-05,404,Delhi
2020-12-06,389,Delhi
2020-12-07,400,Delhi
2020-12-08,383,Delhi
2020-12-09,358,Delhi
2020-12-10,284,Delhi
2020-12-11,295,Delhi
2020-12-12,356,Delhi
2020-12-13,305,Delhi
2020-12-14,160,Delhi
2020-12-15,230,Delhi
2020-12-16,262,Delhi
2020-12-17,256,Delhi
2020-12-18,281,Delhi
2020-12-19,290,Delhi
2020-12-20,321,Delhi
2020-12-21,332,Delhi
2020-12-22,418,Delhi
2020-12-23,433,Delhi
2020-12-24,423,Delhi
2020-12-25,357,Delhi
2020-12-26,337,Delhi
2020-12-27,396,Delhi
2020-12-28,253,Delhi
2020-12-29,265,Delhi
2020-12-30,290,Delhi
2020-12-31,347,Delhi
2021-01-01,441,Delhi
2021-01-02,443,Delhi
2021-01-03,354,Delhi
2021-01-04,151,Delhi
2021-01-05,140,Delhi
2021-01-06,226,Delhi
2021-01-07,255,Delhi
2021-01-08,234,Delhi
2021-01-09,301,Delhi
2021-01-10,245,Delhi
2021-01-11,243,Delhi
2021-01-12,293,Delhi
2021-01-13,354,Delhi
2021-01-14,429,Delhi
2021-01-15,460,Delhi
2021-01-16,407,Delhi
2021-01-17,347,Delhi
2021-01-18,372,Delhi
2021-01-19,404,Delhi
2021-01-20,283,Delhi
2021-01-21,296,Delhi
2021-01-22,364,Delhi
2021-01-23,326,Delhi
2021-01-24,364,Delhi
2021-01-25,323,Delhi
2021-01-26,330,Delhi
2021-01-27,318,Delhi
2021-01-28,357,Delhi
2021-01-29,387,Delhi
2021-01-30,309,Delhi
2021-01-31,289,Delhi
2021-02-01,352,Delhi
2021-02-02,364,Delhi
2021-02-03,330,Delhi
2021-02-04,316,Delhi
2021-02-05,133,Delhi
2021-02-06,199,Delhi
2021-02-07,232,Delhi
2021-02-08,303,Delhi
2021-02-09,305,Delhi
2021-02-10,291,Delhi
2021-02-11,330,Delhi
2021-02-12,341,Delhi
2021-02-13,334,Delhi
2021-02-14,351,Delhi
2021-02-15,313,Delhi
2021-02-16,327,Delhi
2021-02-17,324,Delhi
2021-02-18,302,Delhi
2021-02-19,311,Delhi
2021-02-20,250,Delhi
2021-02-21,296,Delhi
2021-02-22,288,Delhi
2021-02-23,250,Delhi
2021-02-24,278,Delhi
2021-02-25,298,Delhi
2021-02-26,229,Delhi
2021-02-27,203,Delhi
2021-02-28,208,Delhi
2021-03-01,177,Delhi
2021-03-02,175,Delhi
2021-03-03,188,Delhi
2021-03-04,278,Delhi
2021-03-05,255,Delhi
2021-03-06,204,Delhi
2021-03-07,256,Delhi
2021-03-08,207,Delhi
2021-03-09,283,Delhi
2021-03-10,175,Delhi
2021-03-11,242,Delhi
2021-03-12,218,Delhi
2021-03-13,209,Delhi
2021-03-14,209,Delhi
2021-03-15,206,Delhi
2021-03-16,258,Delhi
2021-03-17,311,Delhi
2021-03-18,315,Delhi
2021-03-19,279,Delhi
2021-03-20,234,Delhi
2021-03-21,244,Delhi
2021-03-22,196,Delhi
2021-03-23,244,Delhi
2021-03-24,175,Delhi
2021-03-25,148,Delhi
2021-03-26,150,Delhi
2021-03-27,199,Delhi
2021-03-28,233,Delhi
2021-03-29,225,Delhi
2021-03-30,232,Delhi
2021-03-31,203,Delhi
2021-04-01,182,Delhi
2021-04-02,176,Delhi
2021-04-03,159,Delhi
2021-04-04,171,Delhi
2021-04-05,205,Delhi
2021-04-06,279,Delhi
2021-04-07,250,Delhi
2021-04-08,153,Delhi
2021-04-09,170,Delhi
2021-04-10,181,Delhi
2021-04-11,186,Delhi
2021-04-12,241,Delhi
2021-04-13,231,Delhi
2021-04-14,199,Delhi
2021-04-15,220,Delhi
2021-04-16,238,Delhi
2021-04-17,128,Delhi
2021-04-18,154,Delhi
2021-04-19,187,Delhi
2021-04-20,191,Delhi
2021-04-21,134,Delhi
2021-04-22,140,Delhi
2021-04-23,126,Delhi
2021-04-24,125,Delhi
2021-04-25,192,Delhi
2021-04-26,256,Delhi
2021-04-27,284,Delhi
2021-04-28,312,Delhi
2021-04-29,296,Delhi
2021-04-30,287,Delhi
2021-05-01,238,Delhi
2021-05-02,174,Delhi
2021-05-03,245,Delhi
2021-05-04,173,Delhi
2021-05-05,175,Delhi
2021-05-06,156,Delhi
2021-05-07,142,Delhi
2021-05-08,173,Delhi
2021-05-09,166,Delhi
2021-05-10,136,Delhi
2021-05-11,151,Delhi
2021-05-12,115,Delhi
2021-05-13,121,Delhi
2021-05-14,132,Delhi
2021-05-15,140,Delhi
2021-05-16,166,Delhi
2021-05-17,191,Delhi
2021-05-18,93,Delhi
2021-05-19,78,Delhi
2021-05-20,58,Delhi
2021-05-21,85,Delhi
2021-05-22,94,Delhi
2021-05-23,237,Delhi
2021-05-24,169,Delhi
2021-05-25,140,Delhi
2021-05-26,149,Delhi
2021-05-27,150,Delhi
2021-05-28,106,Delhi
2021-05-29,87,Delhi
2021-05-30,101,Delhi
2021-05-31,135,Delhi
2021-06-01,115,Delhi
2021-06-02,143,Delhi
2021-06-03,159,Delhi
2021-06-04,196,Delhi
2021-06-05,124,Delhi
2021-06-06,134,Delhi
2021-06-07,180,Delhi
2021-06-08,205,Delhi
2021-06-09,305,Delhi
2021-06-10,221,Delhi
2021-06-11,145,Delhi
2021-06-12,133,Delhi
2021-06-13,83,Delhi
2021-06-14,124,Delhi
2021-06-15,113,Delhi
2021-06-16,115,Delhi
2021-06-17,108,Delhi
2021-06-18,81,Delhi
2021-06-19,70,Delhi
2021-06-20,62,Delhi
2021-06-21,84,Delhi
2021-06-22,127,Delhi
2021-06-23,218,Delhi
2021-06-24,146,Delhi
2021-06-25,163,Delhi
2021-06-26,135,Delhi
2021-06-27,168,Delhi
2021-06-28,161,Delhi
2021-06-29,195,Delhi
2021-06-30,206,Delhi
2021-07-01,266,Delhi
2021-07-02,245,Delhi
2021-07-03,139,Delhi
2021-07-04,140,Delhi
2021-07-05,149,Delhi
2021-07-06,144,Delhi
2021-07-07,178,Delhi
2021-07-08,164,Delhi
2021-07-09,144,Delhi
2021-07-10,97,Delhi
2021-07-11,94,Delhi
2021-07-12,90,Delhi
2021-07-13,80,Delhi
2021-07-14,83,Delhi
2021-07-15,83,Delhi
2021-07-16,90,Delhi
2021-07-17,117,Delhi
2021-07-18,94,Delhi
2021-07-19,62,Delhi
2021-07-20,81,Delhi
2021-07-21,74,Delhi
2021-07-22,83,Delhi
2021-07-23,68,Delhi
2021-07-24,99,Delhi
2021-07-25,107,Delhi
2021-07-26,86,Delhi
2021-07-27,98,Delhi
2021-07-28,61,Delhi
2021-07-29,63,Delhi
2021-07-30,76,Delhi
2021-07-31,57,Delhi
2021-08-01,81,Delhi
2021-08-02,95,Delhi
2021-08-03,71,Delhi
2021-08-04,69,Delhi
2021-08-05,99,Delhi
2021-08-06,104,Delhi
2021-08-07,101,Delhi
2021-08-08,109,Delhi
2021-08-09,101,Delhi
2021-08-10,101,Delhi
2021-08-11,122,Delhi
2021-08-12,114,Delhi
2021-08-13,118,Delhi
2021-08-14,116,Delhi
2021-08-15,114,Delhi
2021-08-16,121,Delhi
2021-08-17,150,Delhi
2021-08-18,152,Delhi
2021-08-19,167,Delhi
2021-08-20,111,Delhi
2021-08-21,69,Delhi
2021-08-22,59,Delhi
2021-08-23,82,Delhi
2021-08-24,100,Delhi
2021-08-25,115,Delhi
2021-08-26,114,Delhi
2021-08-27,134,Delhi
2021-08-28,147,Delhi
2021-08-29,119,Delhi
2021-08-30,81,Delhi
2021-08-31,73,Delhi
2021-09-01,64,Delhi
2021-09-02,64,Delhi
2021-09-03,70,Delhi
2021-09-04,68,Delhi
2021-09-05,88,Delhi
2021-09-06,122,Delhi
2021-09-07,98,Delhi
2021-09-08,70,Delhi
2021-09-09,75,Delhi
2021-09-10,79,Delhi
2021-09-11,61,Delhi
2021-09-12,60,Delhi
2021-09-13,89,Delhi
2021-09-14,69,Delhi
2021-09-15,70,Delhi
2021-09-16,79,Delhi
2021-09-17,62,Delhi
2021-09-18,69,Delhi
2021-09-19,82,Delhi
2021-09-20,82,Delhi
2021-09-21,83,Delhi
2021-09-22,69,Delhi
2021-09-23,68,Delhi
2021-09-24,64,Delhi
2021-09-25,80,Delhi
2021-09-26,75,Delhi
2021-09-27,108,Delhi
2021-09-28,120,Delhi
2021-09-29,81,Delhi
2021-09-30,84,Delhi
2021-10-01,108,Delhi
2021-10-02,125,Delhi
2021-10-03,105,Delhi
2021-10-04,91,Delhi
2021-10-05,115,Delhi
2021-10-06,114,Delhi
2021-10-07,127,Delhi
2021-10-08,167,Delhi
2021-10-09,171,Delhi
2021-10-10,168,Delhi
2021-10-11,166,Delhi
2021-10-12,179,Delhi
2021-10-13,171,Delhi
2021-10-14,182,Delhi
2021-10-15,198,Delhi
2021-10-16,284,Delhi
2021-10-17,298,Delhi
2021-10-18,46,Delhi
2021-10-19,69,Delhi
2021-10-20,221,Delhi
2021-10-21,199,Delhi
2021-10-22,170,Delhi
2021-10-23,173,Delhi
2021-10-24,160,Delhi
2021-10-25,82,Delhi
2021-10-26,139,Delhi
2021-10-27,232,Delhi
2021-10-28,268,Delhi
2021-10-29,283,Delhi
2021-10-30,268,Delhi
2021-10-31,289,Delhi
2021-11-01,281,Delhi
2021-11-02,303,Delhi
2021-11-03,314,Delhi
2021-11-04,382,Delhi
2021-11-05,462,Delhi
2021-11-06,437,Delhi
2021-11-07,428,Delhi
2021-11-08,390,Delhi
2021-11-09,404,Delhi
2021-11-10,372,Delhi
2021-11-11,411,Delhi
2021-11-12,471,Delhi
2021-11-13,437,Delhi
2021-11-14,330,Delhi
2021-11-15,353,Delhi
2021-11-16,403,Delhi
2021-11-17,375,Delhi
2021-11-18,347,Delhi
2021-11-19,380,Delhi
2021-11-20,374,Delhi
2021-11-21,349,Delhi
2021-11-22,311,Delhi
2021-11-23,290,Delhi
2021-11-24,361,Delhi
2021-11-25,400,Delhi
2021-11-26,406,Delhi
2021-11-27,402,Delhi
2021-11-28,405,Delhi
2021-11-29,389,Delhi
2021-11-30,328,Delhi
2021-12-01,370,Delhi
2021-12-02,429,Delhi
2021-12-03,346,Delhi
2021-12-04,362,Delhi
2021-12-05,305,Delhi
2021-12-06,322,Delhi
2021-12-07,255,Delhi
2021-12-08,237,Delhi
2021-12-09,289,Delhi
2021-12-10,314,Delhi
2021-12-11,281,Delhi
2021-12-12,254,Delhi
2021-12-13,331,Delhi
2021-12-14,367,Delhi
2021-12-15,363,Delhi
2021-12-16,368,Delhi
2021-12-17,329,Delhi
2021-12-18,291,Delhi
2021-12-19,271,Delhi
2021-12-20,332,Delhi
2021-12-21,402,Delhi
2021-12-22,407,Delhi
2021-12-23,423,Delhi
2021-12-24,415,Delhi
2021-12-25,431,Delhi
2021-12-26,459,Delhi
2021-12-27,283,Delhi
2021-12-28,305,Delhi
2021-12-29,267,Delhi
2021-12-30,286,Delhi
2021-12-31,321,Delhi
2022-01-01,362,Delhi
2022-01-02,404,Delhi
2022-01-03,387,Delhi
2022-01-04,378,Delhi
2022-01-05,397,Delhi
2022-01-06,258,Delhi
2022-01-07,182,Delhi
2022-01-08,91,Delhi
2022-01-09,69,Delhi
2022-01-10,151,Delhi
2022-01-11,224,Delhi
2022-01-12,191,Delhi
2022-01-13,321,Delhi
2022-01-14,348,Delhi
2022-01-15,258,Delhi
2022-01-16,264,Delhi
2022-01-17,327,Delhi
2022-01-18,352,Delhi
2022-01-19,322,Delhi
2022-01-20,387,Delhi
2022-01-21,365,Delhi
2022-01-22,316,Delhi
2022-01-23,202,Delhi
2022-01-24,241,Delhi
2022-01-25,234,Delhi
2022-01-26,260,Delhi
2022-01-27,262,Delhi
2022-01-28,215,Delhi
2022-01-29,251,Delhi
2022-01-30,278,Delhi
2022-01-31,338,Delhi
2022-02-01,347,Delhi
2022-02-02,319,Delhi
2022-02-03,321,Delhi
2022-02-04,152,Delhi
2022-02-05,224,Delhi
2022-02-06,285,Delhi
2022-02-07,250,Delhi
2022-02-08,270,Delhi
2022-02-09,227,Delhi
2022-02-10,172,Delhi
2022-02-11,184,Delhi
2022-02-12,191,Delhi
2022-02-13,253,Delhi
2022-02-14,239,Delhi
2022-02-15,221,Delhi
2022-02-16,272,Delhi
2022-02-17,241,Delhi
2022-02-18,252,Delhi
2022-02-19,180,Delhi
2022-02-20,173,Delhi
2022-02-21,165,Delhi
2022-02-22,252,Delhi
2022-02-23,211,Delhi
2022-02-24,307,Delhi
2022-02-25,286,Delhi
2022-02-26,102,Delhi
2022-02-27,92,Delhi
2022-02-28,107,Delhi
2022-03-01,170,Delhi
2022-03-02,225,Delhi
2022-03-03,178,Delhi
2022-03-04,199,Delhi
2022-03-05,115,Delhi
2022-03-06,162,Delhi
2022-03-07,237,Delhi
2022-03-08,283,Delhi
2022-03-09,162,Delhi
2022-03-10,150,Delhi
2022-03-11,164,Delhi
2022-03-12,160,Delhi
2022-03-13,193,Delhi
2022-03-14,231,Delhi
2022-03-15,253,Delhi
2022-03-16,218,Delhi
2022-03-17,218,Delhi
2022-03-18,293,Delhi
2022-03-19,231,Delhi
2022-03-20,242,Delhi
2022-03-21,271,Delhi
2022-03-22,180,Delhi
2022-03-23,206,Delhi
2022-03-24,280,Delhi
2022-03-25,211,Delhi
2022-03-26,207,Delhi
2022-03-27,195,Delhi
2022-03-28,251,Delhi
2022-03-29,274,Delhi
2022-03-30,276,Delhi
2022-03-31,298,Delhi
2022-04-01,218,Delhi
2022-04-02,226,Delhi
2022-04-03,245,Delhi
2022-04-04,262,Delhi
2022-04-05,233,Delhi
2022-04-06,248,Delhi
2022-04-07,264,Delhi
2022-04-08,242,Delhi
2022-04-09,261,Delhi
2022-04-10,244,Delhi
2022-04-11,258,Delhi
2022-04-12,229,Delhi
2022-04-13,286,Delhi
2022-04-14,280,Delhi
2022-04-15,201,Delhi
2022-04-16,253,Delhi
2022-04-17,251,Delhi
2022-04-18,257,Delhi
2022-04-19,317,Delhi
2022-04-20,277,Delhi
2022-04-21,296,Delhi
2022-04-22,204,Delhi
2022-04-23,245,Delhi
2022-04-24,261,Delhi
2022-04-25,244,Delhi
2022-04-26,209,Delhi
2022-04-27,287,Delhi
2022-04-28,295,Delhi
2022-04-29,299,Delhi
2022-04-30,270,Delhi
2022-05-01,256,Delhi
2022-05-02,218,Delhi
2022-05-03,227,Delhi
2022-05-04,269,Delhi
2022-05-05,146,Delhi
2022-05-06,273,Delhi
2022-05-07,206,Delhi
2022-05-08,205,Delhi
2022-05-09,171,Delhi
2022-05-10,160,Delhi
2022-05-11,156,Delhi
2022-05-12,164,Delhi
2022-05-13,176,Delhi
2022-05-14,270,Delhi
2022-05-15,242,Delhi
2022-05-16,297,Delhi
2022-05-17,239,Delhi
2022-05-18,251,Delhi
2022-05-19,202,Delhi
2022-05-20,266,Delhi
2022-05-21,285,Delhi
2022-05-22,203,Delhi
2022-05-23,136,Delhi
2022-05-24,89,Delhi
2022-05-25,166,Delhi
2022-05-26,199,Delhi
2022-05-27,206,Delhi
2022-05-28,210,Delhi
2022-05-29,273,Delhi
2022-05-30,201,Delhi
2022-05-31,215,Delhi
2022-06-01,322,Delhi
2022-06-02,202,Delhi
2022-06-03,240,Delhi
2022-06-04,227,Delhi
2022-06-05,215,Delhi
2022-06-06,195,Delhi
2022-06-07,280,Delhi
2022-06-08,346,Delhi
2022-06-09,223,Delhi
2022-06-10,303,Delhi
2022-06-11,256,Delhi
2022-06-12,249,Delhi
2022-06-13,200,Delhi
2022-06-14,222,Delhi
2022-06-15,153,Delhi
2022-06-16,132,Delhi
2022-06-17,88,Delhi
2022-06-18,79,Delhi
2022-06-19,99,Delhi
2022-06-20,124,Delhi
2022-06-21,128,Delhi
2022-06-22,139,Delhi
2022-06-23,140,Delhi
2022-06-24,197,Delhi
2022-06-25,230,Delhi
2022-06-26,169,Delhi
2022-06-27,127,Delhi
2022-06-28,137,Delhi
2022-06-29,163,Delhi
2022-06-30,116,Delhi
2022-07-01,76,Delhi
2022-07-02,95,Delhi
2022-07-03,76,Delhi
2022-07-04,113,Delhi
2022-07-05,161,Delhi
2022-07-06,104,Delhi
2022-07-07,100,Delhi
2022-07-08,94,Delhi
2022-07-09,110,Delhi
2022-07-10,71,Delhi
2022-07-11,95,Delhi
2022-07-12,100,Delhi
2022-07-13,79,Delhi
2022-07-14,87,Delhi
2022-07-15,79,Delhi
2022-07-16,81,Delhi
2022-07-17,61,Delhi
2022-07-18,92,Delhi
2022-07-19,105,Delhi
2022-07-20,98,Delhi
2022-07-21,70,Delhi
2022-07-22,140,Delhi
2022-07-23,72,Delhi
2022-07-24,72,Delhi
2022-07-25,67,Delhi
2022-07-26,69,Delhi
2022-07-27,74,Delhi
2022-07-28,68,Delhi
2022-07-29,71,Delhi
2022-07-30,58,Delhi
2022-07-31,71,Delhi
2022-08-01,71,Delhi
2022-08-02,84,Delhi
2022-08-03,122,Delhi
2022-08-04,112,Delhi
2022-08-05,72,Delhi
2022-08-06,98,Delhi
2022-08-07,118,Delhi
2022-08-08,84,Delhi
2022-08-09,112,Delhi
2022-08-10,102,Delhi
2022-08-11,75,Delhi
2022-08-12,88,Delhi
2022-08-13,80,Delhi
2022-08-14,84,Delhi
2022-08-15,62,Delhi
2022-08-16,63,Delhi
2022-08-17,60,Delhi
2022-08-18,72,Delhi
2022-08-19,71,Delhi
2022-08-20,80,Delhi
2022-08-21,117,Delhi
2022-08-22,104,Delhi
2022-08-23,83,Delhi
2022-08-24,63,Delhi
2022-08-25,96,Delhi
2022-08-26,113,Delhi
2022-08-27,105,Delhi
2022-08-28,119,Delhi
2022-08-29,144,Delhi
2022-08-30,116,Delhi
2022-08-31,124,Delhi
2022-09-01,121,Delhi
2022-09-02,110,Delhi
2022-09-03,119,Delhi
2022-09-04,115,Delhi
2022-09-05,102,Delhi
2022-09-06,119,Delhi
2022-09-07,133,Delhi
2022-09-08,136,Delhi
2022-09-09,141,Delhi
2022-09-10,110,Delhi
2022-09-11,85,Delhi
2022-09-12,84,Delhi
2022-09-13,72,Delhi
2022-09-14,71,Delhi
2022-09-15,57,Delhi
2022-09-16,47,Delhi
2022-09-17,70,Delhi
2022-09-18,119,Delhi
2022-09-19,182,Delhi
2022-09-20,130,Delhi
2022-09-21,109,Delhi
2022-09-22,66,Delhi
2022-09-23,57,Delhi
2022-09-24,54,Delhi
2022-09-25,52,Delhi
2022-09-26,100,Delhi
2022-09-27,108,Delhi
2022-09-28,140,Delhi
2022-09-29,151,Delhi
2022-09-30,173,Delhi
2022-10-01,186,Delhi
2022-10-02,181,Delhi
2022-10-03,128,Delhi
2022-10-04,150,Delhi
2022-10-05,211,Delhi
2022-10-06,79,Delhi
2022-10-07,55,Delhi
2022-10-08,56,Delhi
2022-10-09,48,Delhi
2022-10-10,44,Delhi
2022-10-11,66,Delhi
2022-10-12,143,Delhi
2022-10-13,130,Delhi
2022-10-14,154,Delhi
2022-10-15,186,Delhi
2022-10-16,232,Delhi
2022-10-17,237,Delhi
2022-10-18,241,Delhi
2022-10-19,234,Delhi
2022-10-20,232,Delhi
2022-10-21,262,Delhi
2022-10-22,265,Delhi
2022-10-23,259,Delhi
2022-10-24,312,Delhi
2022-10-25,302,Delhi
2022-10-26,271,Delhi
2022-10-27,354,Delhi
2022-10-28,357,Delhi
2022-10-29,397,Delhi
2022-10-30,352,Delhi
2022-10-31,392,Delhi
2022-11-01,424,Delhi
2022-11-02,376,Delhi
2022-11-03,450,Delhi
2022-11-04,447,Delhi
2022-11-05,381,Delhi
2022-11-06,339,Delhi
2022-11-07,354,Delhi
2022-11-08,372,Delhi
2022-11-09,260,Delhi
2022-11-10,295,Delhi
2022-11-11,346,Delhi
2022-11-12,303,Delhi
2022-11-13,303,Delhi
2022-11-14,294,Delhi
2022-11-15,227,Delhi
2022-11-16,264,Delhi
2022-11-17,260,Delhi
2022-11-18,289,Delhi
2022-11-19,280,Delhi
2022-11-20,314,Delhi
2022-11-21,310,Delhi
2022-11-22,255,Delhi
2022-11-23,237,Delhi
2022-11-24,213,Delhi
2022-11-25,294,Delhi
2022-11-26,336,Delhi
2022-11-27,328,Delhi
2022-11-28,333,Delhi
2022-11-29,369,Delhi
2022-11-30,365,Delhi
2022-12-01,368,Delhi
2022-12-02,352,Delhi
2022-12-03,370,Delhi
2022-12-04,407,Delhi
2022-12-05,347,Delhi
2022-12-06,353,Delhi
2022-12-07,304,Delhi
2022-12-08,281,Delhi
2022-12-09,314,Delhi
2022-12-10,360,Delhi
2022-12-11,306,Delhi
2022-12-12,218,Delhi
2022-12-13,177,Delhi
2022-12-14,163,Delhi
2022-12-15,189,Delhi
2022-12-16,223,Delhi
2022-12-17,304,Delhi
2022-12-18,353,Delhi
2022-12-19,410,Delhi
2022-12-20,366,Delhi
2022-12-21,328,Delhi
2022-12-22,342,Delhi
2022-12-23,359,Delhi
2022-12-24,349,Delhi
2022-12-25,308,Delhi
2022-12-26,331,Delhi
2022-12-27,339,Delhi
2022-12-28,321,Delhi
2022-12-29,306,Delhi
2022-12-30,399,Delhi
2022-12-31,349,Delhi
2023-01-01,259,Delhi
2023-01-02,357,Delhi
2023-01-03,385,Delhi
2023-01-04,343,Delhi
2023-01-05,340,Delhi
2023-01-06,400,Delhi
2023-01-07,377,Delhi
2023-01-08,375,Delhi
2023-01-09,434,Delhi
2023-01-10,407,Delhi
2023-01-11,308,Delhi
2023-01-12,371,Delhi
2023-01-13,378,Delhi
2023-01-14,353,Delhi
2023-01-15,213,Delhi
2023-01-16,270,Delhi
2023-01-17,288,Delhi
2023-01-18,306,Delhi
2023-01-19,338,Delhi
2023-01-20,226,Delhi
2023-01-21,294,Delhi
2023-01-22,407,Delhi
2023-01-23,335,Delhi
2023-01-24,237,Delhi
2023-01-25,160,Delhi
2023-01-26,298,Delhi
2023-01-27,229,Delhi
2023-01-28,236,Delhi
2023-01-29,331,Delhi
2023-01-30,207,Delhi
2023-01-31,192,Delhi
2023-02-01,164,Delhi
2023-02-02,194,Delhi
2023-02-03,199,Delhi
2023-02-04,242,Delhi
2023-02-05,244,Delhi
2023-02-06,265,Delhi
2023-02-07,285,Delhi
2023-02-08,144,Delhi
2023-02-09,212,Delhi
2023-02-10,187,Delhi
2023-02-11,275,Delhi
2023-02-12,175,Delhi
2023-02-13,135,Delhi
2023-02-14,132,Delhi
2023-02-15,190,Delhi
2023-02-16,270,Delhi
2023-02-17,367,Delhi
2023-02-18,371,Delhi
2023-02-19,331,Delhi
2023-02-20,324,Delhi
2023-02-21,245,Delhi
2023-02-22,302,Delhi
2023-02-23,227,Delhi
2023-02-24,171,Delhi
2023-02-25,225,Delhi
2023-02-26,291,Delhi
2023-02-27,260,Delhi
2023-02-28,219,Delhi
2023-03-01,181,Delhi
2023-03-02,226,Delhi
2023-03-03,152,Delhi
2023-03-04,129,Delhi
2023-03-05,142,Delhi
2023-03-06,142,Delhi
2023-03-07,173,Delhi
2023-03-08,215,Delhi
2023-03-09,119,Delhi
2023-03-10,187,Delhi
2023-03-11,200,Delhi
2023-03-12,216,Delhi
2023-03-13,231,Delhi
2023-03-14,219,Delhi
2023-03-15,213,Delhi
2023-03-16,259,Delhi
2023-03-17,188,Delhi
2023-03-18,184,Delhi
2023-03-19,162,Delhi
2023-03-20,154,Delhi
2023-03-21,75,Delhi
2023-03-22,164,Delhi
2023-03-23,151,Delhi
2023-03-24,205,Delhi
2023-03-25,78,Delhi
2023-03-26,164,Delhi
2023-03-27,146,Delhi
2023-03-28,147,Delhi
2023-03-29,198,Delhi
2023-03-30,170,Delhi
2023-03-31,73,Delhi
2023-04-01,106,Delhi
2023-04-02,128,Delhi
2023-04-03,179,Delhi
2023-04-04,109,Delhi
2023-04-05,135,Delhi
2023-04-06,142,Delhi
2023-04-07,142,Delhi
2023-04-08,172,Delhi
2023-04-09,217,Delhi
2023-04-10,195,Delhi
2023-04-11,260,Delhi
2023-04-12,213,Delhi
2023-04-13,211,Delhi
2023-04-14,249,Delhi
2023-04-15,235,Delhi
2023-04-16,229,Delhi
2023-04-17,206,Delhi
2023-04-18,235,Delhi
2023-04-19,236,Delhi
2023-04-20,159,Delhi
2023-04-21,129,Delhi
2023-04-22,141,Delhi
2023-04-23,118,Delhi
2023-04-24,160,Delhi
2023-04-25,156,Delhi
2023-04-26,210,Delhi
2023-04-27,219,Delhi
2023-04-28,150,Delhi
2023-04-29,216,Delhi
2023-04-30,132,Delhi
2023-05-01,91,Delhi
2023-05-02,76,Delhi
2023-05-03,107,Delhi
2023-05-04,113,Delhi
2023-05-05,183,Delhi
2023-05-06,234,Delhi
2023-05-07,173,Delhi
2023-05-08,131,Delhi
2023-05-09,197,Delhi
2023-05-10,203,Delhi
2023-05-11,274,Delhi
2023-05-12,227,Delhi
2023-05-13,235,Delhi
2023-05-14,259,Delhi
2023-05-15,162,Delhi
2023-05-16,259,Delhi
2023-05-17,336,Delhi
2023-05-18,149,Delhi
2023-05-19,152,Delhi
2023-05-20,186,Delhi
2023-05-21,215,Delhi
2023-05-22,199,Delhi
2023-05-23,198,Delhi
2023-05-24,158,Delhi
2023-05-25,106,Delhi
2023-05-26,98,Delhi
2023-05-27,110,Delhi
2023-05-28,134,Delhi
2023-05-29,136,Delhi
2023-05-30,115,Delhi
2023-05-31,85,Delhi
2023-06-01,96,Delhi
2023-06-02,120,Delhi
2023-06-03,121,Delhi
2023-06-04,171,Delhi
2023-06-05,166,Delhi
2023-06-06,139,Delhi
2023-06-07,239,Delhi
2023-06-08,161,Delhi
2023-06-09,152,Delhi
2023-06-10,134,Delhi
2023-06-11,130,Delhi
2023-06-12,169,Delhi
2023-06-13,205,Delhi
2023-06-14,213,Delhi
2023-06-15,154,Delhi
2023-06-16,119,Delhi
2023-06-17,119,Delhi
2023-06-18,90,Delhi
2023-06-19,75,Delhi
2023-06-20,104,Delhi
2023-06-21,91,Delhi
